AvgTemperature1,Address,Temperature,count(*)
26.5,288e8395f0013c56,26.5,1
26.5,28b34c95f0013cbc,26.25,5
26.5,28b34c95f0013cbc,26.3125,26
26.5,28b34c95f0013cbc,26.375,28
26.5,28b34c95f0013cbc,26.4375,39
26.5,28b34c95f0013cbc,26.5,55
26.5,28b34c95f0013cbc,26.5625,17
26.5,28e97895f0013cc6,26.1875,3
26.5,28e97895f0013cc6,26.25,19
26.5,28e97895f0013cc6,26.3125,16
26.5,28e97895f0013cc6,26.375,5
26.5,28e97895f0013cc6,26.5,13
26.5,28e97895f0013cc6,26.5625,53
26.5,28e97895f0013cc6,26.625,59
26.5,28e97895f0013cc6,26.6875,2
27.5,284f8795f0013ce1,27.6875,2
27.5,284f8795f0013ce1,27.75,2
27.5,284f8795f0013ce1,27.8125,10
27.5,284f8795f0013ce1,27.875,15
27.5,284f8795f0013ce1,28,24
27.5,284f8795f0013ce1,28.0625,40
27.5,284f8795f0013ce1,28.125,15
27.5,284f8795f0013ce1,28.1875,10
27.5,284f8795f0013ce1,28.3125,6
27.5,284f8795f0013ce1,28.375,11
27.5,284f8795f0013ce1,28.4375,20
27.5,284f8795f0013ce1,28.5,2
27.5,288e8395f0013c56,26.875,2
27.5,288e8395f0013c56,26.9375,26
27.5,288e8395f0013c56,27,50
27.5,288e8395f0013c56,27.0625,31
27.5,288e8395f0013c56,27.125,32
27.5,288e8395f0013c56,27.1875,7
27.5,288e8395f0013c56,27.375,2
27.5,288e8395f0013c56,27.5,3
27.5,288e8395f0013c56,27.5625,3
27.5,288e8395f0013c56,27.625,1
27.5,28b34c95f0013cbc,27.25,11
27.5,28b34c95f0013cbc,27.3125,32
27.5,28b34c95f0013cbc,27.375,78
27.5,28b34c95f0013cbc,27.4375,32
27.5,28b34c95f0013cbc,27.5,4
27.5,28e97895f0013cc6,27.1875,2
27.5,28e97895f0013cc6,27.25,16
27.5,28e97895f0013cc6,27.3125,15
27.5,28e97895f0013cc6,27.375,7
27.5,28e97895f0013cc6,27.4375,22
27.5,28e97895f0013cc6,27.5,40
27.5,28e97895f0013cc6,27.5625,42
27.5,28e97895f0013cc6,27.625,13
28.5,284f8795f0013ce1,28.625,2
28.5,284f8795f0013ce1,28.6875,15
28.5,284f8795f0013ce1,28.75,19
28.5,284f8795f0013ce1,28.8125,27
28.5,284f8795f0013ce1,28.875,12
28.5,284f8795f0013ce1,28.9375,4
28.5,284f8795f0013ce1,29,14
28.5,284f8795f0013ce1,29.0625,5
28.5,284f8795f0013ce1,29.125,13
28.5,284f8795f0013ce1,29.1875,2
28.5,284f8795f0013ce1,29.25,3
28.5,284f8795f0013ce1,29.3125,5
28.5,284f8795f0013ce1,29.375,6
28.5,288e8395f0013c56,27.875,1
28.5,288e8395f0013c56,27.9375,3
28.5,288e8395f0013c56,28,6
28.5,288e8395f0013c56,28.0625,22
28.5,288e8395f0013c56,28.125,64
28.5,288e8395f0013c56,28.1875,20
28.5,288e8395f0013c56,28.3125,2
28.5,288e8395f0013c56,28.375,1
28.5,288e8395f0013c56,28.4375,1
28.5,288e8395f0013c56,28.5,1
28.5,288e8395f0013c56,28.5625,2
28.5,288e8395f0013c56,28.625,1
28.5,288e8395f0013c56,28.75,3
28.5,28b34c95f0013cbc,28.0625,1
28.5,28b34c95f0013cbc,28.125,1
28.5,28b34c95f0013cbc,28.1875,2
28.5,28b34c95f0013cbc,28.25,11
28.5,28b34c95f0013cbc,28.3125,19
28.5,28b34c95f0013cbc,28.375,40
28.5,28b34c95f0013cbc,28.4375,46
28.5,28b34c95f0013cbc,28.5,7
28.5,28e97895f0013cc6,28.1875,2
28.5,28e97895f0013cc6,28.25,6
28.5,28e97895f0013cc6,28.3125,2
28.5,28e97895f0013cc6,28.375,5
28.5,28e97895f0013cc6,28.4375,15
28.5,28e97895f0013cc6,28.5,18
28.5,28e97895f0013cc6,28.5625,29
28.5,28e97895f0013cc6,28.625,42
28.5,28e97895f0013cc6,28.6875,8
29.5,284f8795f0013ce1,29.125,1
29.5,284f8795f0013ce1,29.1875,1
29.5,284f8795f0013ce1,29.4375,1
29.5,284f8795f0013ce1,29.5625,2
29.5,284f8795f0013ce1,29.625,3
29.5,284f8795f0013ce1,29.6875,16
29.5,284f8795f0013ce1,29.75,65
29.5,284f8795f0013ce1,29.8125,25
29.5,284f8795f0013ce1,29.875,7
29.5,284f8795f0013ce1,29.9375,11
29.5,288e8395f0013c56,28.9375,3
29.5,288e8395f0013c56,29,53
29.5,288e8395f0013c56,29.0625,81
29.5,288e8395f0013c56,29.125,25
29.5,288e8395f0013c56,29.1875,8
29.5,288e8395f0013c56,29.25,5
29.5,288e8395f0013c56,29.6875,2
29.5,288e8395f0013c56,29.75,2
29.5,28b34c95f0013cbc,28.6875,1
29.5,28b34c95f0013cbc,28.8125,1
29.5,28b34c95f0013cbc,28.9375,2
29.5,28b34c95f0013cbc,29,1
29.5,28b34c95f0013cbc,29.125,1
29.5,28b34c95f0013cbc,29.1875,3
29.5,28b34c95f0013cbc,29.25,7
29.5,28b34c95f0013cbc,29.3125,20
29.5,28b34c95f0013cbc,29.375,22
29.5,28b34c95f0013cbc,29.4375,36
29.5,28b34c95f0013cbc,29.5,61
29.5,28b34c95f0013cbc,29.5625,28
29.5,28b34c95f0013cbc,29.625,1
29.5,28e97895f0013cc6,29.1875,1
29.5,28e97895f0013cc6,29.25,1
29.5,28e97895f0013cc6,29.3125,4
29.5,28e97895f0013cc6,29.375,7
29.5,28e97895f0013cc6,29.4375,13
29.5,28e97895f0013cc6,29.5,23
29.5,28e97895f0013cc6,29.5625,22
29.5,28e97895f0013cc6,29.625,16
29.5,28e97895f0013cc6,29.6875,44
29.5,28e97895f0013cc6,29.75,49
29.5,28e97895f0013cc6,29.8125,4
30.5,288e8395f0013c56,29.9375,10
30.5,28b34c95f0013cbc,29.75,1
